year2,state,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1986,27,76442,90673,1621199,1602362,11598,12.9,9799,10.9,283582,102928,180654,6.4,17.7,245908,91580,154328,5.7,15.3,37674,2.4,30.6,0,6195,6222,47655
1986,28,38321,45637,686801,672219,6082,13.5,4998,11.1,129274,46184,83090,6.9,19.2,100110,36659,63451,5.5,14.9,29164,4.3,29.8,0,3274,3287,19813
1986,29,89481,107039,1835557,1800023,14590,13.9,10328,9.8,328693,131974,196719,7.3,18.3,257625,93554,164071,5.2,14.3,71068,4,28.6,0,6065,6105,42376
1986,30,19049,21616,215539,216724,2963,13.7,2819,13,35605,15324,20281,7.1,16.4,37975,14728,23247,6.8,17.5,-2370,-1.1,32.8,0,1920,1922,9412
1986,31,32831,38081,518013,514366,4134,10.9,3983,10.5,81274,35553,45721,6.9,15.8,73979,25011,48968,4.9,14.4,7295,1.4,28.8,0,2580,2587,13586
1986,32,18215,21156,394610,385332,3655,17.6,2892,13.9,81519,34820,46699,9,21.2,62964,28572,34392,7.4,16.3,18555,4.9,32.6,0,1917,1918,14199
1986,33,23372,26274,433618,422463,4738,18.8,2648,10.5,88346,38453,49893,9.1,20.9,66036,28202,37834,6.7,15.6,22310,5.3,31.2,0,1790,1792,12060
1986,34,150350,171226,2986202,2944392,23665,14.1,17620,10.5,553633,214175,339458,7.3,18.8,470013,160387,309626,5.4,16,83620,2.8,32,0,11489,11516,70144
1986,35,25596,29892,386995,383371,4739,16.1,3716,12.6,77333,35846,41487,9.4,20.2,70084,23233,46851,6.1,18.3,7249,1.9,36.6,0,2403,2406,13860
1986,36,340665,385847,6593894,6500576,50318,13.2,41452,10.9,1129566,414808,714758,6.4,17.4,942930,342622,600308,5.3,14.5,186636,2.9,29,0,28328,28410,162758
1986,37,106575,129912,2356148,2299501,18746,14.7,12980,10.2,419590,171526,248064,7.5,18.2,306297,108597,197700,4.7,13.3,113293,4.9,26.6,0,8483,8575,53050
1986,38,14663,16877,188783,189321,1872,11.1,1772,10.5,27525,11098,16427,5.9,14.5,28600,9665,18935,5.1,15.1,-1075,-0.6,29,0,1166,1169,5941
1986,39,164803,205790,3773435,3724438,24889,12.2,19916,9.8,615519,231041,384478,6.2,16.5,517525,192799,324726,5.2,13.9,97994,2.6,27.8,0,12614,12652,108634
1986,40,57573,68273,935450,944583,9336,13.6,9842,14.3,162161,72705,89456,7.7,17.2,180426,68349,112077,7.2,19.1,-18265,-1.9,34.4,0,6903,6921,37329
1986,41,55461,64788,856481,844265,9833,15.4,7795,12.2,159209,65899,93310,7.8,18.9,134776,53627,81149,6.4,16,24433,2.9,32,0,5225,5230,30161
1986,42,189297,228727,4139653,4077993,29133,12.9,21222,9.4,689569,276819,412750,6.8,16.9,566251,196938,369313,4.8,13.9,123318,3,27.8,0,13428,13461,99309
1986,44,20131,22351,379889,369719,3072,14,2141,9.8,64942,24614,40328,6.7,17.6,44602,17355,27247,4.7,12.1,20340,5.5,24.2,0,1435,1439,10578
1986,45,52170,63182,1059212,1044982,9136,14.7,6574,10.6,189989,76186,113803,7.3,18.2,161529,59133,102396,5.7,15.5,28460,2.7,31,0,4250,4253,26641
1986,46,14947,16960,193179,192990,1936,11.5,1766,10.4,29745,12404,17341,6.4,15.4,29367,10640,18727,5.5,15.2,378,0.2,30.4,0,1115,1116,6723
1986,47,75785,91801,1637918,1603162,13073,14.5,10016,11.1,299494,116341,183153,7.3,18.7,229983,87653,142330,5.5,14.3,69511,4.4,28.6,0,6690,6703,47135
1986,48,277737,348251,5562042,5560391,52915,15.3,46152,13.4,1092133,473543,618590,8.5,19.6,1088830,400360,688470,7.2,19.6,3303,0,39.2,0,31057,31200,211729
1986,49,25259,30152,487606,481145,4576,15.3,3936,13.2,98066,43697,54369,9.1,20.4,85146,31298,53848,6.5,17.7,12920,2.7,35.4,0,2551,2560,17844
1986,50,13768,15239,199878,194253,2338,15.7,1623,10.9,35106,13666,21440,7,18.1,23855,9353,14502,4.8,12.3,11251,5.8,24.6,0,1120,1120,5725
1986,51,93023,114591,1985941,1915710,17141,15.4,11112,10,387682,158528,229154,8.3,20.2,247220,89320,157900,4.7,12.9,140462,7.3,25.8,0,7064,7079,42481
1986,53,85618,100884,1409129,1379614,15697,15.8,12163,12.2,289815,111578,178237,8.1,21,230784,89732,141052,6.5,16.7,59031,4.3,33.4,0,7811,7853,47218
1986,54,27212,32206,448403,446450,3993,12.5,3655,11.4,79096,36995,42101,8.3,17.7,75190,33297,41893,7.5,16.8,3906,0.9,33.6,0,2302,2308,12429
1986,55,80619,95074,1602735,1599712,10433,10.8,12889,13.3,245305,92212,153093,5.8,15.3,239258,110294,128964,6.9,15,6047,0.3,30,0,6909,6944,41795
1986,56,11371,13026,132372,133836,1674,12.7,1843,14,25062,11042,14020,8.3,18.7,27990,10450,17540,7.8,20.9,-2928,-2.2,37.4,0,1240,1241,6542
1987,1,60258,73814,1207912,1199933,11289,15.5,8628,11.9,216386,85657,130729,7.1,18,200427,71223,129204,5.9,16.7,15959,1.3,33.4,0,5560,5603,33713
1987,2,9909,11684,139954,145081,2008,16.9,2282,19.2,28996,12877,16119,8.9,20,39249,16191,23058,11.2,27.1,-10253,-7.1,40,0,1453,1467,9133
1987,4,58312,71496,1133544,1124217,13527,19.4,9666,13.8,245492,115371,130121,10.3,21.8,226839,97434,129405,8.7,20.2,18653,1.6,40.4,0,6185,6243,45711
1987,5,39895,46466,702697,699489,6841,14.9,5662,12.3,120295,46686,73609,6.7,17.2,113879,46660,67219,6.7,16.3,6416,0.9,32.6,0,3946,3977,26184
1987,6,498635,601789,10025009,9876925,101089,17.1,74314,12.6,2140050,844917,1295133,8.6,21.7,1843882,774323,1069559,7.8,18.7,296168,3,37.4,0,47029,47583,364518
1987,8,68770,81907,1157028,1178023,13883,17,12492,15.3,229637,110439,119198,9.4,19.5,271628,117338,154290,10,23.1,-41991,-3.6,39,0,7989,8089,57758
1987,9,68352,78648,1489629,1460148,11755,15.3,7988,10.4,252783,91548,161235,6.3,17.3,193820,73979,119841,5.1,13.3,58963,4,26.6,0,5283,5306,36699
1987,10,12149,14142,270756,272430,2242,16.3,1477,10.7,52054,16597,35457,6.1,19.1,55401,14697,40704,5.4,20.3,-3347,-1.2,38.2,0,928,930,5413
1987,11,14834,17226,409098,400175,2199,12.9,1898,11.1,70148,24323,45825,6.1,17.5,52301,20411,31890,5.1,13.1,17847,4.4,26.2,0,1065,1075,8840
1987,12,235605,286064,4052694,3985010,53009,19,37424,13.4,896537,415465,481072,10.4,22.5,761169,320784,440385,8,19.1,135368,3.4,38.2,0,25802,25992,175357
1987,13,104235,129760,2298275,2264157,21406,16.8,15350,12.1,459767,202575,257192,8.9,20.3,391530,151036,240494,6.7,17.3,68237,3,34.6,0,9723,9797,67546
1987,15,19498,23813,361743,353211,3507,15,2595,11.1,76358,30007,46351,8.5,21.6,59295,24875,34420,7,16.8,17063,4.8,33.6,0,1622,1633,10993
1987,16,18373,21599,253893,254537,3178,14.8,2638,12.3,47854,20791,27063,8.2,18.8,49141,20079,29062,7.9,19.3,-1287,-0.5,37.6,0,1537,1550,10530
1987,17,192019,228978,4229224,4231432,30900,13.6,24875,11,687153,265174,421979,6.3,16.2,691568,274392,417176,6.5,16.3,-4415,-0.1,32.4,0,15382,15488,104955
1987,18,88833,108810,1960478,1924600,14910,13.9,11525,10.7,353337,126671,226666,6.6,18.4,281583,113286,168297,5.9,14.6,71754,3.8,29.2,0,7323,7373,50516
1987,19,53485,64358,885893,879800,7777,12.1,7171,11.2,143599,57948,85651,6.6,16.3,131415,51174,80241,5.8,14.9,12184,1.4,29.8,0,4489,4542,24994
1987,20,48902,57880,785412,798076,7721,13.4,7134,12.4,135912,59650,76262,7.5,17,161239,83055,78184,10.4,20.2,-25327,-3.2,34,0,4640,4692,27895
1987,21,56371,67315,1115576,1103241,9387,14.1,7617,11.4,186371,71749,114622,6.5,16.9,161701,66003,95698,6,14.7,24670,2.2,29.4,0,4843,4856,30051
1987,22,66413,80657,1160033,1194069,10618,12.9,12638,15.4,204622,90747,113875,7.6,17.1,272694,108818,163876,9.1,22.8,-68072,-5.7,34.2,0,8115,8198,52695
1987,23,24466,28132,392211,380077,4819,17.7,2921,10.7,75615,31643,43972,8.3,19.9,51346,22516,28830,5.9,13.5,24269,6.4,27,0,1913,1919,10741
1987,24,75600,91738,1670865,1625958,14447,16.1,9700,10.8,348944,158823,190121,9.8,21.5,259129,97294,161835,6,15.9,89815,5.6,31.8,0,6109,6174,44486
1987,25,116843,137044,2733686,2714202,19822,14.7,13906,10.3,473911,176743,297168,6.5,17.5,434943,160365,274578,5.9,16,38968,1.5,32,0,9122,9171,71481
1987,26,142590,173541,3176683,3145898,24912,14.6,18162,10.6,535759,205052,330707,6.5,17,474188,170193,303995,5.4,15.1,61571,1.9,30.2,0,11693,11790,76813
1987,27,77712,92833,1666914,1652471,12682,13.8,10129,11,288814,109734,179080,6.6,17.5,259929,112907,147022,6.8,15.7,28885,1.8,31.4,0,6289,6337,62687
1987,28,38748,46337,690803,692283,6546,14.2,5565,12.1,117603,47945,69658,6.9,17,120562,43041,77521,6.2,17.4,-2959,-0.4,34,0,3713,3747,23135
1987,29,91760,110631,1892232,1870391,16492,15.1,12585,11.6,344750,138117,206633,7.4,18.4,301068,119821,181247,6.4,16.1,43682,2.3,32.2,0,8071,8146,54171
1987,30,19004,21722,219048,217967,3181,14.7,2930,13.5,41299,17391,23908,8,18.9,39136,15770,23366,7.2,18,2163,0.9,36,0,1878,1894,8811
1987,31,33068,38627,531725,527146,4636,12.1,3924,10.2,87190,32309,54881,6.1,16.5,78032,33039,44993,6.3,14.8,9158,1.7,29.6,0,2525,2553,14759
1987,32,19134,22308,433876,415755,4225,19.4,2972,13.7,102575,42001,60574,10.1,24.7,66333,26724,39609,6.4,16,36242,8.7,32,0,1874,1894,14762
1987,33,25250,28559,453443,444448,5399,19.7,3028,11,89047,36625,52422,8.2,20,71057,27595,43462,6.2,16,17990,4,32,0,2032,2037,14418
1987,34,155661,178062,3104953,3052940,26400,15.1,18969,10.9,620845,252640,368205,8.3,20.3,516818,197860,318958,6.5,16.9,104027,3.4,33.8,0,12490,12553,86442
1987,35,25937,30459,395456,393323,4762,15.8,3983,13.2,80863,36939,43924,9.4,20.6,76597,29591,47006,7.5,19.5,4266,1.1,39,0,2608,2622,16473
1987,36,346628,394415,6817012,6761875,54505,14,44361,11.4,1147966,397057,750909,5.9,17,1037692,382727,654965,5.7,15.3,110274,1.7,30.6,0,30981,31110,201918
1987,37,109910,135635,2405053,2386113,20688,15.6,14434,10.9,418553,161334,257219,6.8,17.5,380672,139204,241468,5.8,16,37881,1.5,32,0,9271,9304,61722
1987,38,14754,17055,191699,190630,2121,12.5,1873,11,30365,12845,17520,6.7,15.9,28226,10875,17351,5.7,14.8,2139,1.1,29.6,0,1196,1205,6051
1987,39,168398,211952,3869330,3831959,28421,13.6,21450,10.3,664229,253734,410495,6.6,17.3,589487,238763,350724,6.2,15.4,74742,1.9,30.8,0,13069,13196,94202
1987,40,55906,66913,904742,925451,9326,13.8,10156,15,154095,72790,81305,7.9,16.7,195512,77998,117514,8.4,21.1,-41417,-4.4,33.4,0,6726,6804,40554
1987,41,56816,66897,892440,876674,10976,16.7,8548,13,175575,72402,103173,8.3,20,144043,62003,82040,7.1,16.4,31532,3.6,32.8,0,5622,5651,34877
1987,42,194697,236701,4255403,4213472,31890,13.7,23239,10,709959,268422,441537,6.4,16.8,626097,244650,381447,5.8,14.9,83862,1.9,29.8,0,14665,14786,108237
1987,44,20986,23375,396106,388887,3503,15.3,2391,10.5,67688,24560,43128,6.3,17.4,53250,20665,32585,5.3,13.7,14438,3.7,27.4,0,1637,1650,10956
1987,45,53780,65829,1112337,1090433,10281,15.9,7372,11.4,210562,82874,127688,7.6,19.3,166755,64871,101884,5.9,15.3,43807,4,30.6,0,4651,4690,30501
1987,46,15110,17196,200246,198213,2210,12.9,1936,11.3,32001,13054,18947,6.6,16.1,27934,11297,16637,5.7,14.1,4067,2,28.2,0,1202,1209,6409
1987,47,78062,95416,1693745,1672636,14697,15.7,10645,11.4,309647,118211,191436,7.1,18.5,267428,110920,156508,6.6,16,42219,2.5,32,0,7094,7127,49224
1987,48,273380,346439,5362803,5478631,53559,15.4,53077,15.3,1012716,464920,547796,8.5,18.5,1244371,503549,740822,9.2,22.7,-231655,-4.2,37,0,34455,34863,236982
1987,49,25703,30861,499859,496910,5003,16.4,4136,13.5,97368,38787,58581,7.8,19.6,91470,37606,53864,7.6,18.4,5898,1.2,36.8,0,2522,2566,17777
1987,50,14606,16246,214291,207875,2651,16.8,1582,10,40016,17586,22430,8.5,19.3,27184,11440,15744,5.5,13.1,12832,6.2,26.2,0,1121,1134,6760
1987,51,96910,120919,2083239,2036747,19586,16.6,12898,10.9,411814,173600,238214,8.5,20.2,318830,127224,191606,6.2,15.7,92984,4.5,31.4,0,8210,8286,53739
1987,53,88039,104588,1456112,1423544,17353,16.9,13063,12.7,305550,125737,179813,8.8,21.5,240413,98684,141729,6.9,16.9,65137,4.6,33.8,0,8351,8438,53119
1987,54,27544,32932,454067,452490,4613,14.1,3677,11.3,75278,32239,43039,7.1,16.6,72123,28172,43951,6.2,15.9,3155,0.7,31.8,0,2403,2416,14364
1987,55,86961,103018,1719907,1672556,14406,14.5,7181,7.2,286027,120480,165547,7.2,17.1,191326,60175,131151,3.6,11.4,94701,5.7,22.8,0,1857,1920,17586
1987,56,11029,12659,121689,127491,1668,13,1929,15,19601,9066,10535,7.1,15.4,31204,12301,18903,9.6,24.5,-11603,-9.1,30.8,0,1189,1197,6213
1988,1,60127,74084,1224701,1208223,9849,13.4,8894,12.1,222177,92823,129354,7.7,18.4,189220,73795,115425,6.1,15.7,32957,2.7,31.4,0,5836,5836,33259
1988,2,9723,11508,131572,133251,1816,15.7,1857,16.1,30198,12828,17370,9.6,22.7,33556,15393,18163,11.6,25.2,-3358,-2.5,45.4,0,1148,1148,6412
1988,4,58819,72779,1166476,1141415,11895,16.5,10147,14.1,263974,115487,148487,10.1,23.1,213852,87080,126772,7.6,18.7,50122,4.4,37.4,0,6765,6765,44302
1988,5,38794,45646,685823,676857,5770,12.6,5683,12.4,120542,46009,74533,6.8,17.8,102612,41044,61568,6.1,15.2,17930,2.6,30.4,0,3915,3915,19632
1988,6,505015,612479,10362365,10150042,89603,14.8,75776,12.5,2229471,823887,1405584,8.1,22,1804826,686485,1118341,6.8,17.8,424645,4.2,35.6,0,49549,49550,319255
1988,8,67976,81517,1161147,1155995,12217,15,12133,14.9,227167,93282,133885,8.1,19.7,216863,92872,123991,8,18.8,10304,0.9,37.6,0,8320,8320,45632
1988,9,70046,80878,1494376,1482486,11045,13.9,8421,10.6,262843,107293,155550,7.2,17.7,239063,95883,143180,6.5,16.1,23780,1.6,32.2,0,5705,5705,38949
1988,10,12308,14397,285576,278066,1965,13.8,1661,11.6,54592,20093,34499,7.2,19.6,39572,15908,23664,5.7,14.2,15020,5.4,28.4,0,982,982,6084
1988,11,14789,17430,414208,413840,2136,12.3,1890,10.9,70711,22456,48255,5.4,17.1,69977,20761,49216,5,16.9,734,0.2,33.8,0,1124,1124,10419
1988,12,240863,294107,4225466,4130041,48712,16.8,39612,13.7,920769,390542,530227,9.5,22.3,729919,305918,424001,7.4,17.7,190850,4.6,35.4,0,28181,28183,165886
1988,13,105908,132697,2390582,2334216,19503,14.9,15822,12.1,490924,204415,286509,8.8,21,378192,148036,230156,6.3,16.2,112732,4.8,32.4,0,10464,10467,65322
1988,15,19793,24311,382017,372876,3097,12.9,2557,10.6,71300,26173,45127,7,19.1,53018,20659,32359,5.5,14.2,18282,4.9,28.4,0,1688,1688,8967
1988,16,18127,21466,260299,254706,2757,12.9,2564,12,52318,21867,30451,8.6,20.5,41133,16859,24274,6.6,16.1,11185,4.4,32.2,0,1726,1726,9270
1988,17,192627,231250,4334950,4241323,28174,12.3,23736,10.3,767623,280496,487127,6.6,18.1,580370,218308,362062,5.1,13.7,187253,4.4,27.4,0,15499,15499,95916
1988,18,89109,109648,1979398,1950718,12976,11.9,11338,10.4,334901,122961,211940,6.3,17.2,277540,114251,163289,5.9,14.2,57361,3,28.4,0,7421,7421,62032
1988,19,52706,63812,919581,893823,6587,10.3,6565,10.3,158712,52020,106692,5.8,17.8,107197,44160,63037,4.9,12,51515,5.8,24,0,4302,4303,20527
1988,20,48567,58030,797827,786694,6992,12.1,6379,11,139573,57716,81857,7.3,17.7,117306,46335,70971,5.9,14.9,22267,2.8,29.8,0,4330,4330,24366
1988,21,56076,67573,1095497,1072390,8632,12.9,7586,11.3,198390,77395,120995,7.2,18.5,152176,60005,92171,5.6,14.2,46214,4.3,28.4,0,5324,5324,30686
1988,22,64479,79037,1169028,1157846,9602,12,10600,13.3,221656,84871,136785,7.3,19.1,199291,81797,117494,7.1,17.2,22365,1.9,34.4,0,7154,7154,40799
1988,23,25148,28908,413081,399724,4253,15,3186,11.2,79713,26720,52993,6.7,19.9,52998,19335,33663,4.8,13.3,26715,6.6,26.6,0,2191,2191,10580
1988,24,77596,94703,1727864,1697476,13496,14.5,10249,11,345747,134662,211085,7.9,20.4,284972,97146,187826,5.7,16.8,60775,3.6,33.6,0,6596,6596,47170
1988,25,119329,140079,2809669,2773491,17908,12.9,14410,10.4,496403,177543,318860,6.4,17.9,424047,153011,271036,5.5,15.3,72356,2.6,30.6,0,9539,9539,73355
1988,26,143999,175727,3209563,3185259,21555,12.3,18886,10.8,537246,208676,328570,6.6,16.9,488638,171823,316815,5.4,15.3,48608,1.6,30.6,0,12056,12056,70383
1988,27,77715,93517,1710940,1679035,11338,12.2,10005,10.8,307705,104119,203586,6.2,18.3,243895,92623,151272,5.5,14.5,63810,3.8,29,0,6376,6376,43110
1988,28,38002,45819,681683,670250,5559,12.1,5645,12.3,118870,47453,71417,7.1,17.7,96004,37209,58795,5.6,14.3,22866,3.4,28.6,0,3896,3897,19049
1988,29,91203,110835,1861755,1855037,14233,12.9,12809,11.6,325206,124961,200245,6.7,17.5,311771,136118,175653,7.3,16.8,13435,0.7,33.6,0,8420,8420,46167
1988,30,18278,21048,197246,198215,2663,12.6,2871,13.5,36033,14378,21655,7.3,18.2,37970,16566,21404,8.4,19.2,-1937,-1,36.4,0,1863,1863,8789
1988,31,32280,38081,535641,522472,4188,11,3866,10.2,96112,35657,60455,6.8,18.4,69774,28915,40859,5.5,13.4,26338,5,26.8,0,2535,2535,12417
1988,32,19613,23096,458920,445240,3879,17.1,3005,13.2,109393,41469,67924,9.3,24.6,82033,35658,46375,8,18.4,27360,6.2,36.8,0,2012,2012,14137
1988,33,25836,29330,450159,439982,4644,16.1,3529,12.2,89791,37694,52097,8.6,20.4,69437,25322,44115,5.8,15.8,20354,4.6,31.6,0,2504,2504,13498
1988,34,158596,182196,3154530,3112152,24544,13.6,19496,10.8,588884,216022,372862,6.9,18.9,504128,166416,337712,5.3,16.2,84756,2.7,32.4,0,13329,13329,70789
1988,35,25537,30288,385638,382634,4175,13.8,4078,13.4,76364,30050,46314,7.9,20,70355,28328,42027,7.4,18.4,6009,1.6,36.8,0,2753,2753,15926
1988,36,348612,398550,6864642,6812010,50773,12.8,45019,11.4,1198647,401302,797345,5.9,17.6,1093383,368541,724842,5.4,16.1,105264,1.5,32.2,0,31752,31752,171350
1988,37,111672,138754,2503889,2442074,18932,13.8,15118,11,453869,178201,275668,7.3,18.6,330239,123751,206488,5.1,13.5,123630,5.1,27,0,9817,9817,50907
1988,38,14343,16636,183296,180485,1773,10.6,1802,10.8,30471,11368,19103,6.3,16.9,24849,10415,14434,5.8,13.8,5622,3.1,27.6,0,1142,1142,5222
1988,39,170139,214695,4007784,3936881,25164,11.8,22128,10.4,689630,258486,431144,6.6,17.5,547825,194267,353558,4.9,13.9,141805,3.6,27.8,0,13477,13478,76233
1988,40,53602,64830,875764,867256,8135,12.4,9275,14.1,166348,64867,101481,7.5,19.2,149331,63771,85560,7.4,17.2,17017,2,34.4,0,6193,6193,31929
1988,41,56736,67300,910523,887587,9543,14.3,8449,12.6,185855,68747,117108,7.7,20.9,139984,58642,81342,6.6,15.8,45871,5.1,31.6,0,5723,5723,29244
1988,42,197253,240377,4355969,4297954,28576,12,23976,10.1,729045,261101,467944,6.1,17,613015,232165,380850,5.4,14.3,116030,2.7,28.6,0,15466,15469,106285
1988,44,21360,23769,401173,397852,3168,13.4,2661,11.3,68264,23266,44998,5.8,17.2,61623,23561,38062,5.9,15.5,6641,1.7,31,0,1766,1766,9857
1988,45,54529,67137,1158203,1121291,9429,14.2,7763,11.7,229426,102975,126451,9.2,20.5,155603,61062,94541,5.4,13.9,73823,6.6,27.8,0,5129,5129,27206
1988,46,14953,17064,194210,190711,1974,11.6,1860,10.9,32661,12836,19825,6.7,17.1,25663,10799,14864,5.7,13.5,6998,3.6,27,0,1203,1203,5519
1988,47,78436,96808,1742258,1702305,13371,13.9,11065,11.5,346147,152215,193932,8.9,20.3,266241,107483,158758,6.3,15.6,79906,4.7,31.2,0,7400,7400,43981
1988,48,266874,341393,5405739,5366016,47254,13.7,50120,14.6,1103716,457001,646715,8.5,20.6,1024270,425349,598921,7.9,19.1,79446,1.5,38.2,0,33956,33956,198944
1988,49,25515,30858,499583,492487,4519,14.7,4247,13.8,100639,42394,58245,8.6,20.4,86446,36747,49699,7.5,17.6,14193,2.8,35.2,0,2835,2835,18732
1988,50,14789,16487,205947,204229,2367,14.6,1815,11.2,35621,14320,21301,7,17.4,32185,12754,19431,6.2,15.8,3436,1.6,31.6,0,1281,1281,6930
1988,51,99442,124657,2159114,2105351,17898,14.6,13530,11,419226,169988,249238,8.1,19.9,311701,119259,192442,5.7,14.8,107525,5.1,29.6,0,8730,8730,47580
1988,53,88771,105965,1500309,1460996,15480,14.7,13093,12.5,322565,113357,209208,7.8,22.1,243938,97695,146243,6.7,16.7,78627,5.4,33.4,0,8498,8500,46333
1988,54,27514,32968,452579,447977,3918,11.9,3614,11,77475,30612,46863,6.8,17.3,68270,25631,42639,5.7,15.2,9205,2.1,30.4,0,2396,2396,12607
1988,55,87628,104273,1796177,1755518,11589,11.2,9946,9.6,294626,104066,190560,5.9,16.8,213307,75852,137455,4.3,12.2,81319,4.6,24.4,0,6664,6664,38150
1988,56,10765,12399,119437,119593,1496,12,1645,13.2,22086,8745,13341,7.3,18.5,22397,9284,13113,7.8,18.7,-311,-0.2,37,0,1060,1060,4752
1989,1,61295,76012,1289941,1259639,9996,13.3,8155,10.9,234054,91289,142765,7.2,18.6,173449,60955,112494,4.8,13.8,60605,4.8,27.6,0,5661,5686,34929
1989,2,8519,10390,137343,134655,1501,13.7,2625,24,36001,16330,19671,12.1,26.7,30625,17736,12889,13.2,22.7,5376,4,45.4,0,885,888,4218
1989,4,59364,73867,1205790,1187256,11488,15.7,10298,14,256742,108992,147750,9.2,21.6,219675,89525,130150,7.5,18.5,37067,3.1,37,0,6827,6863,52200
1989,5,39197,46465,718650,703077,5738,12.5,5051,11,128320,53234,75086,7.6,18.3,97174,39389,57785,5.6,13.8,31146,4.5,27.6,0,3563,3624,25412
1989,6,497370,610207,10673866,10516991,87723,14.4,90087,14.7,2214676,822292,1392384,7.8,21.1,1900927,806331,1094596,7.7,18.1,313749,3,36.2,0,48924,49254,371133
1989,8,68003,81714,1200692,1182149,11295,13.8,11062,13.6,235469,94438,141031,8,19.9,198383,87753,110630,7.4,16.8,37086,3.1,33.6,0,7367,7399,48657
1989,9,70833,82078,1511943,1500185,10100,12.4,8964,11,247366,89863,157503,6,16.5,223850,79078,144772,5.3,14.9,23516,1.6,29.8,0,6103,6147,39045
1989,10,12982,15244,304237,295075,2283,15.4,1464,9.9,58270,25806,32464,8.7,19.7,39946,10951,28995,3.7,13.5,18324,6.2,27,0,936,940,6323
1989,11,14751,17687,412286,407603,2063,11.8,1843,10.5,68833,21428,47405,5.3,16.9,59468,21543,37925,5.3,14.6,9365,2.3,29.2,0,1097,1099,10076
1989,12,246149,301899,4443204,4343009,46018,15.4,38421,12.9,937391,382018,555373,8.8,21.6,737001,292673,444328,6.7,17,200390,4.6,34,0,26776,26944,173669
1989,13,107569,135755,2465268,2432881,18773,14,15787,11.8,491484,203505,287979,8.4,20.2,426709,148135,278574,6.1,17.5,64775,2.7,35,0,10396,10448,77064
1989,15,20051,24878,404304,393312,2971,12.1,2429,9.9,72607,28876,43731,7.3,18.5,50623,19407,31216,4.9,12.9,21984,5.6,25.8,0,1615,1615,10185
1989,16,18390,21837,282776,271961,2818,13,2469,11.4,58924,23554,35370,8.7,21.7,37295,15658,21637,5.8,13.7,21629,8,27.4,0,1574,1596,9385
1989,17,195199,235637,4487126,4413213,27864,11.9,23581,10.1,753484,291427,462057,6.6,17.1,605659,209261,396398,4.7,13.7,147825,3.4,27.4,0,15224,15428,109960
1989,18,90614,112222,2086545,2037281,13104,11.8,10650,9.6,347815,123214,224601,6,17.1,249286,93581,155705,4.6,12.2,98529,4.9,24.4,0,7197,7245,53330
1989,19,53214,64652,976284,947359,6640,10.3,5844,9.1,167175,67552,99623,7.1,17.6,109324,42714,66610,4.5,11.5,57851,6.1,23,0,3993,3998,22394
1989,20,48566,58336,850786,824571,6600,11.3,6332,10.9,166384,80722,85662,9.8,20.2,113954,44148,69806,5.4,13.8,52430,6.4,27.6,0,4384,4408,26352
1989,21,56877,68884,1140943,1117882,8311,12.2,7003,10.3,197146,74191,122955,6.6,17.6,151025,58247,92778,5.2,13.5,46121,4.1,27,0,4895,4920,31698
1989,22,63632,78510,1202744,1186534,8628,11,9321,11.8,223102,81594,141508,6.9,18.8,190681,74289,116392,6.3,16.1,32421,2.7,32.2,0,6186,6229,42411
1989,23,25812,29880,427225,420316,4177,14.2,3278,11.2,77050,28096,48954,6.7,18.3,63232,23561,39671,5.6,15,13818,3.3,30,0,2275,2309,14346
1989,24,79759,97823,1767249,1748649,13048,13.6,9978,10.4,316886,123988,192898,7.1,18.1,279686,93105,186581,5.3,16,37200,2.1,32,0,6471,6498,46466
1989,25,120318,142386,2857684,2835543,16696,11.8,14842,10.5,479879,169026,310853,6,16.9,435597,140873,294724,5,15.4,44282,1.5,30.8,0,10202,10374,76986
1989,26,146936,180346,3332849,3273064,21675,12.2,17330,9.7,555847,192256,363591,5.9,17,436276,144483,291793,4.4,13.3,119571,3.7,26.6,0,11610,11677,80306
1989,27,79177,95717,1770723,1741130,11430,12.1,9205,9.7,292148,108150,183998,6.2,16.8,232962,93002,139960,5.3,13.4,59186,3.4,26.8,0,5974,6011,43493
1989,28,38166,46427,704963,696057,5596,12.1,5060,11,118582,46333,72249,6.7,17,100770,40054,60716,5.8,14.5,17812,2.5,29,0,3515,3547,22425
1989,29,92882,113340,1935843,1899715,14257,12.7,11752,10.5,340026,120371,219655,6.3,17.9,267771,96137,171634,5.1,14.1,72255,3.8,28.2,0,7936,7998,53562
1989,30,18444,21240,207542,202334,2702,12.8,2462,11.6,39880,16148,23732,8,19.7,29463,11905,17558,5.9,14.6,10417,5.1,29.2,0,1639,1641,7672
1989,31,32503,38563,558531,547129,4278,11.2,3777,9.9,93388,34165,59223,6.2,17.1,70583,27583,43000,5,12.9,22805,4.2,25.8,0,2526,2536,15481
1989,32,20661,24378,496397,478072,4146,17.5,2853,12,116291,41035,75256,8.6,24.3,79642,33525,46117,7,16.7,36649,7.6,33.4,0,1860,1868,17097
